iter	Passed	Remaining
3219	396418	219138
3220	396535	219011
3221	396661	218889
3222	396798	218774
3223	396961	218673
3224	397203	218616
3225	397315	218486
3226	397449	218369
3227	397581	218251
3228	397746	218151
3229	397881	218033
3230	398045	217933
3231	398299	217881
3232	398419	217756
3233	398560	217643
3234	398698	217527
3235	398813	217400
3236	398924	217270
3237	399042	217144
3238	399197	217038
3239	399349	216930
3240	399494	216819
3241	399604	216688
3242	399722	216562
3243	399849	216441
3244	399971	216317
3245	400078	216185
3246	400199	216060
3247	400338	215946
3248	400454	215818
3249	400591	215702
3250	400692	215567
3251	400809	215441
3252	400942	215323
3253	401063	215198
3254	401199	215082
3255	401363	214980
3256	401507	214868
3257	401635	214748
3258	401771	214631
3259	401858	214489
3260	401988	214369
3261	402090	214234
3262	402214	214111
3263	402372	214006
3264	402485	213878
3265	402586	213743
3266	402696	213612
3267	402839	213499
3268	402961	213375
3269	403098	213260
3270	403198	213124
3271	403327	213004
3272	403474	212893
3273	403603	212773
3274	403712	212642
3275	403836	212519
3276	403977	212405
3277	404108	212286
3278	404245	212170
3279	404437	212083
3280	404663	212013
3281	404877	211937
3282	405044	211837
3283	405166	211712
3284	405292	211590
3285	405435	211477
3286	405615	211384
3287	405744	211263
3288	405877	211145
3289	406021	211032
3290	406143	210908
3291	406299	210801
3292	406481	210708
3293	406988	210783
3294	407095	210651
3295	407237	210538
3296	407362	210414
3297	407494	210295
3298	407642	210185
3299	407825	210091
3300	407968	209978
3301	408144	209881
3302	408262	209755
3303	408399	209638
3304	408563	209535
3305	408686	209411
3306	408813	209290
3307	408918	209156
3308	409029	209026
3309	409180	208917
3310	409342	208813
3311	409627	208771
3312	409766	208655
3313	409937	208556
3314	410114	208459
3315	410355	208395
3316	410496	208280
3317	410626	208159
3318	410776	208049
3319	410927	207938
3320	411051	207815
3321	411212	207710
3322	411414	207626
3323	411564	207515
3324	411701	207398
3325	411958	207341
3326	412100	207227
3327	412321	207151
3328	412488	207049
3329	412610	206924
3330	412765	206816
3331	412930	206712
3332	413117	206620
3333	413260	206506
3334	413472	206426
3335	413618	206313
3336	413761	206198
3337	413905	206084
3338	414065	205978
3339	414214	205866
3340	414399	205773
3341	414630	205702
3342	414796	205598
3343	414940	205484
3344	415076	205366
3345	415228	205256
3346	415361	205136
3347	415553	205046
3348	415714	204940
3349	415846	204820
3350	415973	204697
3351	416108	204578
3352	416239	204457
3353	416370	204337
3354	416486	204208
3355	416677	204117
3356	416805	203994
3357	416916	203864
3358	417044	203741
3359	417203	203634
3360	417344	203519
3361	417471	203396
3362	417611	203279
3363	417790	203182
3364	417902	203052
3365	418048	202938
3366	418179	202817
3367	418302	202693
3368	418423	202567
3369	418585	202461
3370	418818	202389
3371	418976	202281
3372	419091	202152
3373	419213	202027
3374	419352	201910
3375	419475	201785
3376	419651	201686
3377	419798	201572
3378	419931	201453
3379	420068	201334
3380	420180	201204
3381	420316	201085
3382	420451	200966
3383	420569	200839
3384	420719	200727
3385	420851	200606
3386	421050	200518
3387	421173	200392
3388	421313	200276
3389	421450	200157
3390	421573	200032
3391	421687	199903
3392	421821	199783
3393	421949	199661
3394	422443	199711
3395	422534	199571
3396	422654	199444
3397	422765	199314
3398	422885	199187
3399	423015	199066
3400	423143	198943
3401	423283	198826
3402	423453	198723
3403	423606	198612
3404	423714	198479
3405	423836	198354
3406	423973	198235
3407	424096	198110
